id,pdbid,ndbid,polyclass,method
5J4W,5J4W,5J4W,DNA,NMR
5J5B,5J5B,5J5B,Protein/RNA,X-ray
5J5P,5J5P,5J5P,Protein/DNA,X-ray
5J5Q,5J5Q,5J5Q,Protein/DNA,X-ray
5J6U,5J6U,5J6U,DNA,NMR
5J70,5J70,5J70,Protein/DNA,X-ray
5J7L,5J7L,5J7L,Protein/RNA,X-ray
5J88,5J88,5J88,Protein/RNA,X-ray
5J8A,5J8A,5J8A,Protein/RNA,X-ray
5J8B,5J8B,5J8B,Protein/RNA,X-ray
5J91,5J91,5J91,Protein/RNA,X-ray
5JAJ,5JAJ,5JAJ,Protein/RNA,X-ray
5JB2,5JB2,5JB2,Protein/RNA,X-ray
5JB3,5JB3,,Protein/RNA,EM
5JBG,5JBG,5JBG,Protein/RNA,X-ray
5JBH,5JBH,,Protein/RNA,EM
5JBJ,5JBJ,5JBJ,Protein/RNA,X-ray
5JC3,5JC3,5JC3,Protein/RNA,X-ray
5JC7,5JC7,5JC7,Protein/RNA,X-ray
5JC9,5JC9,5JC9,Protein/RNA,X-ray
5JCF,5JCF,5JCF,Protein/RNA,X-ray
5JCH,5JCH,5JCH,Protein/RNA,X-ray
5JCS,5JCS,,Protein/RNA,EM
5JEA,5JEA,5JEA,Protein/RNA,X-ray
5JEU,5JEU,5JEU,DNA,X-ray
5JEV,5JEV,5JEV,DNA,X-ray
5JGH,5JGH,5JGH,Protein/DNA,X-ray
5JH0,5JH0,5JH0,Protein/DNA,X-ray
5JJI,5JJI,5JJI,Protein/RNA,X-ray
5JJK,5JJK,5JJK,Protein/RNA,X-ray
5JJL,5JJL,5JJL,Protein/RNA,X-ray
5JJU,5JJU,5JJU,Protein/RNA,X-ray
5JJV,5JJV,5JJV,Protein/DNA,X-ray
5JK0,5JK0,5JK0,Protein/DNA,X-ray
5JLT,5JLT,5JLT,Protein/DNA,X-ray
5JLW,5JLW,5JLW,Protein/DNA,X-ray
5JLX,5JLX,5JLX,Protein/DNA,X-ray
5JPQ,5JPQ,,Protein/RNA,EM
5JRC,5JRC,5JRC,Protein/RNA,X-ray
5JRE,5JRE,5JRE,Protein/DNA,X-ray
5JRG,5JRG,5JRG,Protein/DNA,X-ray
5JS1,5JS1,5JS1,Protein/RNA,X-ray
5JS2,5JS2,5JS2,Protein/RNA,X-ray
5JTE,5JTE,,Protein/RNA,EM
5JU4,5JU4,5JU4,DNA,X-ray
5JU8,5JU8,,Protein/RNA,EM
5JUB,5JUB,5JUB,Protein/DNA,X-ray
5JUM,5JUM,5JUM,Protein/DNA,X-ray
5JUO,5JUO,,Protein/RNA,EM
5JUP,5JUP,,Protein/RNA,EM
5JUS,5JUS,,Protein/RNA,EM
5JUT,5JUT,,Protein/RNA,EM
5JUU,5JUU,,Protein/RNA,EM
5JVG,5JVG,5JVG,Protein/RNA,X-ray
5JVH,5JVH,5JVH,Protein/RNA,X-ray
5JVT,5JVT,5JVT,Protein/DNA,X-ray
5JVW,5JVW,5JVW,DNA,X-ray
5JW0,5JW0,5JW0,DNA,X-ray
5JW2,5JW2,5JW2,DNA,X-ray
5JXS,5JXS,5JXS,Protein/RNA,X-ray
5JXY,5JXY,5JXY,Protein/DNA,X-ray
5JZQ,5JZQ,5JZQ,DNA,X-ray
5K07,5K07,5K07,Protein/DNA,X-ray
5K0Y,5K0Y,,Protein/RNA,EM
5K17,5K17,5K17,Protein/DNA,X-ray
5K1Y,5K1Y,5K1Y,Protein/DNA,X-ray
5K36,5K36,5K36,Protein/RNA,X-ray
5K58,5K58,5K58,Protein/DNA,X-ray
5K5H,5K5H,5K5H,Protein/DNA,X-ray
5K5I,5K5I,5K5I,Protein/DNA,X-ray
5K5J,5K5J,5K5J,Protein/DNA,X-ray
5K5L,5K5L,5K5L,Protein/DNA,X-ray
5K5O,5K5O,5K5O,Protein/DNA,X-ray
5K5Q,5K5Q,5K5Q,Protein/DNA,X-ray
5K5R,5K5R,5K5R,Protein/DNA,X-ray
5K77,5K77,5K77,Protein/RNA,X-ray
5K78,5K78,5K78,Protein/RNA,X-ray
5K7C,5K7C,5K7C,Hybrid,X-ray
5K7D,5K7D,5K7D,Hybrid,X-ray
5K7E,5K7E,5K7E,Hybrid,X-ray
5K7Z,5K7Z,5K7Z,Protein/DNA,X-ray
5K83,5K83,5K83,Protein/DNA,X-ray
5K8H,5K8H,5K8H,RNA,X-ray
5K97,5K97,5K97,Protein/DNA,X-ray
5K98,5K98,5K98,Protein/DNA,X-ray
5KAL,5KAL,5KAL,Protein/RNA,X-ray
5KBD,5KBD,5KBD,Protein/DNA,X-ray
5KBJ,5KBJ,5KBJ,Protein/DNA,X-ray
5KCR,5KCR,,Protein/RNA,EM
5KCS,5KCS,,Protein/RNA,EM
5KE6,5KE6,5KE6,Protein/DNA,X-ray
5KE7,5KE7,5KE7,Protein/DNA,X-ray
5KE8,5KE8,5KE8,Protein/DNA,X-ray
5KE9,5KE9,5KE9,Protein/DNA,X-ray
5KEA,5KEA,5KEA,Protein/DNA,X-ray
5KEB,5KEB,5KEB,Protein/DNA,X-ray
5KEG,5KEG,5KEG,Protein/DNA,X-ray
5KEK,5KEK,5KEK,DNA,X-ray
5KEO,5KEO,5KEO,DNA,X-ray
5KFA,5KFA,5KFA,Protein/DNA,X-ray
5KFB,5KFB,5KFB,Protein/DNA,X-ray
5KFC,5KFC,5KFC,Protein/DNA,X-ray
5KFD,5KFD,5KFD,Protein/DNA,X-ray
5KFE,5KFE,5KFE,Protein/DNA,X-ray
5KFF,5KFF,5KFF,Protein/DNA,X-ray
5KFG,5KFG,5KFG,Protein/DNA,X-ray
5KFH,5KFH,5KFH,Protein/DNA,X-ray
5KFI,5KFI,5KFI,Protein/DNA,X-ray
5KFJ,5KFJ,5KFJ,Protein/DNA,X-ray
5KFK,5KFK,5KFK,Protein/DNA,X-ray
5KFL,5KFL,5KFL,Protein/DNA,X-ray
5KFM,5KFM,5KFM,Protein/DNA,X-ray
5KFN,5KFN,5KFN,Protein/DNA,X-ray
5KFO,5KFO,5KFO,Protein/DNA,X-ray
5KFP,5KFP,5KFP,Protein/DNA,X-ray
5KFQ,5KFQ,5KFQ,Protein/DNA,X-ray
5KFR,5KFR,5KFR,Protein/DNA,X-ray
5KFS,5KFS,5KFS,Protein/DNA,X-ray
5KFT,5KFT,5KFT,Protein/DNA,X-ray
5KFU,5KFU,5KFU,Protein/DNA,X-ray
5KFV,5KFV,5KFV,Protein/DNA,X-ray
5KFW,5KFW,5KFW,Protein/DNA,X-ray
5KFX,5KFX,5KFX,Protein/DNA,X-ray
5KFY,5KFY,5KFY,Protein/DNA,X-ray
5KFZ,5KFZ,5KFZ,Protein/DNA,X-ray
5KG0,5KG0,5KG0,Protein/DNA,X-ray
5KG1,5KG1,5KG1,Protein/DNA,X-ray
5KG2,5KG2,5KG2,Protein/DNA,X-ray
5KG3,5KG3,5KG3,Protein/DNA,X-ray
5KG4,5KG4,5KG4,Protein/DNA,X-ray
5KG5,5KG5,5KG5,Protein/DNA,X-ray
5KG6,5KG6,5KG6,Protein/DNA,X-ray
5KG7,5KG7,5KG7,Protein/DNA,X-ray
5KGF,5KGF,,Protein/DNA,EM
5KGV,5KGV,5KGV,DNA/Hybrid,NMR
5KH8,5KH8,5KH8,RNA,NMR
5KI4,5KI4,5KI4,DNA,NMR
5KI5,5KI5,5KI5,DNA,NMR
5KI6,5KI6,5KI6,Protein/RNA,X-ray
5KI7,5KI7,5KI7,DNA/Hybrid,NMR
5KIB,5KIB,5KIB,DNA/Hybrid,NMR
5KIE,5KIE,5KIE,DNA/Hybrid,NMR
5KIF,5KIF,5KIF,DNA/Hybrid,NMR
5KIH,5KIH,5KIH,DNA/Hybrid,NMR
5KK1,5KK1,5KK1,Protein/DNA,X-ray
5KK5,5KK5,5KK5,Protein/DNA/RNA,X-ray
5KKQ,5KKQ,5KKQ,Protein/DNA,X-ray
5KL1,5KL1,5KL1,Protein/RNA,X-ray
5KL2,5KL2,5KL2,Protein/DNA,X-ray
5KL3,5KL3,5KL3,Protein/DNA,X-ray
5KL4,5KL4,5KL4,Protein/DNA,X-ray
5KL5,5KL5,5KL5,Protein/DNA,X-ray
5KL6,5KL6,5KL6,Protein/DNA,X-ray
5KL7,5KL7,5KL7,Protein/DNA,X-ray
5KL8,5KL8,5KL8,Protein/RNA,X-ray
5KLA,5KLA,5KLA,Protein/RNA,X-ray
5KMZ,5KMZ,5KMZ,RNA,NMR
5KN8,5KN8,5KN8,Protein/DNA,X-ray
5KN9,5KN9,5KN9,Protein/DNA,X-ray
5KPS,5KPS,,Protein/RNA,EM
5KPV,5KPV,,Protein/RNA,EM
5KPW,5KPW,,Protein/RNA,EM
5KPX,5KPX,,Protein/RNA,EM
5KPY,5KPY,5KPY,RNA,X-ray
5KQE,5KQE,5KQE,RNA,NMR
5KRB,5KRB,5KRB,Protein/DNA,X-ray
5KRG,5KRG,5KRG,RNA,X-ray
5KSE,5KSE,5KSE,Protein/DNA,X-ray
5KT2,5KT2,5KT2,Protein/DNA,X-ray
5KT3,5KT3,5KT3,Protein/DNA,X-ray
5KT4,5KT4,5KT4,Protein/DNA,X-ray
5KT5,5KT5,5KT5,Protein/DNA,X-ray
5KT6,5KT6,5KT6,Protein/DNA,X-ray
5KT7,5KT7,5KT7,Protein/DNA,X-ray
5KTJ,5KTJ,5KTJ,RNA,X-ray
5KTV,5KTV,5KTV,DNA,X-ray
5KUB,5KUB,5KUB,Protein/DNA,X-ray
5KVJ,5KVJ,5KVJ,RNA,X-ray
5KVY,5KVY,5KVY,Protein/DNA,X-ray
5KW1,5KW1,5KW1,Protein/Hybrid,X-ray
5KW6,5KW6,5KW6,Protein/DNA,X-ray
5KX9,5KX9,5KX9,RNA,X-ray
5L00,5L00,5L00,RNA,X-ray
5L06,5L06,5L06,DNA,NMR
5L0M,5L0M,5L0M,Protein/DNA,X-ray
5L1I,5L1I,5L1I,Protein/DNA,X-ray
5L1J,5L1J,5L1J,Protein/DNA,X-ray
5L1K,5L1K,5L1K,Protein/DNA,X-ray
5L1L,5L1L,5L1L,Protein/DNA,X-ray
5L1Z,5L1Z,5L1Z,Protein/RNA,X-ray
5L2G,5L2G,5L2G,DNA,NMR
5L2L,5L2L,5L2L,Protein/RNA,X-ray
5L2X,5L2X,5L2X,Protein/DNA,X-ray
5L3P,5L3P,,Protein/RNA,EM
5L4O,5L4O,5L4O,RNA,X-ray
5L6L,5L6L,5L6L,Protein/DNA,X-ray
5L9X,5L9X,5L9X,Protein/DNA,X-ray
5LCL,5LCL,5LCL,Protein/DNA,X-ray
5LCM,5LCM,5LCM,Protein/DNA,X-ray
5LD2,5LD2,,Protein/DNA,EM
5LEJ,5LEJ,5LEJ,Protein/DNA,X-ray
5LEK,5LEK,5LEK,Protein/DNA,X-ray
5LFS,5LFS,5LFS,DNA,X-ray
5LFW,5LFW,5LFW,DNA,X-ray
5LFX,5LFX,5LFX,DNA,X-ray
5LGY,5LGY,5LGY,Protein/DNA,X-ray
5LI0,5LI0,,Protein/RNA,EM
5LIG,5LIG,5LIG,DNA,NMR
5LIT,5LIT,5LIT,DNA,X-ray
5LJ3,5LJ3,,Protein/RNA,EM
5LJ4,5LJ4,5LJ4,DNA,X-ray
5LJ5,5LJ5,,Protein/RNA,EM
5LKS,5LKS,,Protein/RNA,EM
5LL6,5LL6,,Protein/RNA,EM
5LM7,5LM7,5LM7,Protein/RNA,X-ray
5LMN,5LMN,,Protein/RNA,EM
5LMO,5LMO,,Protein/RNA,EM
5LMP,5LMP,,Protein/RNA,EM
5LMQ,5LMQ,,Protein/RNA,EM
5LMR,5LMR,,Protein/RNA,EM
5LMS,5LMS,,Protein/RNA,EM
5LMT,5LMT,,Protein/RNA,EM
5LMU,5LMU,,Protein/RNA,EM
5LMV,5LMV,,Protein/RNA,EM
5LQG,5LQG,5LQG,DNA,NMR
5LQH,5LQH,5LQH,DNA,NMR
5LQO,5LQO,5LQO,RNA,X-ray
5LQT,5LQT,5LQT,RNA,X-ray
5LQW,5LQW,,Protein/RNA,EM
5LR3,5LR3,5LR3,RNA,X-ray
5LR4,5LR4,5LR4,RNA,X-ray
5LR5,5LR5,5LR5,RNA,X-ray
5LRS,5LRS,5LRS,Protein/DNA,X-ray
5LS8,5LS8,5LS8,DNA,X-ray
5LSN,5LSN,5LSN,RNA,NMR
5LTA,5LTA,5LTA,Protein/RNA,X-ray
5LTY,5LTY,5LTY,Protein/DNA,X-ray
5LUX,5LUX,5LUX,Protein/DNA,X-ray
5LWJ,5LWJ,5LWJ,RNA,NMR
5LXU,5LXU,5LXU,Protein/DNA,X-ray
5LYB,5LYB,5LYB,Protein/RNA,X-ray
5LYS,5LYS,5LYS,RNA,X-ray
5LYU,5LYU,5LYU,RNA,X-ray
5LYV,5LYV,5LYV,RNA,X-ray
5LZA,5LZA,,Protein/RNA,EM
5LZB,5LZB,,Protein/RNA,EM
5LZC,5LZC,,Protein/RNA,EM
5LZD,5LZD,,Protein/RNA,EM
5LZE,5LZE,,Protein/RNA,EM
5LZF,5LZF,,Protein/RNA,EM
5LZS,5LZS,,Protein/RNA,EM
5LZT,5LZT,,Protein/RNA,EM
5LZU,5LZU,,Protein/RNA,EM
5LZV,5LZV,,Protein/RNA,EM
5LZW,5LZW,,Protein/RNA,EM
5LZX,5LZX,,Protein/RNA,EM
5LZY,5LZY,,Protein/RNA,EM
5LZZ,5LZZ,,Protein/RNA,EM
5M0H,5M0H,5M0H,RNA,X-ray
5M0I,5M0I,5M0I,Protein/RNA,X-ray
5M0J,5M0J,5M0J,Protein/RNA,X-ray
5M0R,5M0R,,Protein/DNA,EM
5M1J,5M1J,,Protein/RNA,EM
5M1L,5M1L,5M1L,DNA,NMR
5M1S,5M1S,,Protein/DNA,EM
5M1W,5M1W,5M1W,DNA,NMR
5M2L,5M2L,5M2L,DNA,NMR
5M3F,5M3F,,Protein/DNA/RNA,EM
5M3H,5M3H,5M3H,Protein/RNA,X-ray
5M3J,5M3J,5M3J,Protein/RNA,X-ray
5M4W,5M4W,5M4W,DNA,NMR
5M5W,5M5W,,Protein/DNA,EM
5M5X,5M5X,,Protein/DNA/RNA,EM
5M5Y,5M5Y,,Protein/DNA/RNA,EM
5M64,5M64,,Protein/DNA/RNA,EM
5M68,5M68,5M68,DNA,X-ray
5M73,5M73,5M73,Protein/RNA,X-ray
5M8I,5M8I,5M8I,Protein/RNA,NMR
5MBR,5MBR,5MBR,DNA,NMR
5MC6,5MC6,,Protein/RNA,EM
5MCR,5MCR,5MCR,DNA,NMR
5MCT,5MCT,5MCT,Protein/DNA,X-ray
5MCU,5MCU,5MCU,Protein/DNA,X-ray
5MCV,5MCV,5MCV,Protein/DNA,X-ray
5MCW,5MCW,5MCW,Protein/DNA,X-ray
5MDV,5MDV,,Protein/RNA,EM
5MDW,5MDW,,Protein/RNA,EM
5MDY,5MDY,,Protein/RNA,EM
5MDZ,5MDZ,,Protein/RNA,EM
5ME0,5ME0,,Protein/RNA,EM
5ME1,5ME1,,Protein/RNA,EM
5MEI,5MEI,5MEI,Protein/RNA,X-ray
5MEY,5MEY,5MEY,Protein/DNA,X-ray
5MEZ,5MEZ,5MEZ,Protein/DNA,X-ray
5MF0,5MF0,5MF0,Protein/DNA,X-ray
5MF7,5MF7,5MF7,Protein/DNA,X-ray
5MFX,5MFX,5MFX,Protein/RNA,X-ray
5MG7,5MG7,5MG7,Protein/DNA,X-ray
5MGA,5MGA,5MGA,Protein/DNA/RNA,X-ray
5MGP,5MGP,,Protein/RNA,EM
5MHJ,5MHJ,5MHJ,Protein/DNA,X-ray
5MHK,5MHK,5MHK,Protein/DNA,X-ray
5MHT,5MHT,PDEB123,Protein/DNA,X-ray
5MJV,5MJV,5MJV,Protein/RNA,X-ray
5MJX,5MJX,5MJX,DNA,NMR
5ML7,5ML7,5ML7,RNA,X-ray
5MLC,5MLC,,Protein/RNA,EM
5MLU,5MLU,5MLU,Protein/DNA,X-ray
5MMA,5MMA,5MMA,Protein/DNA,X-ray
5MMB,5MMB,5MMB,Protein/DNA,X-ray
5MMI,5MMI,,Protein/RNA,EM
5MMJ,5MMJ,,Protein/RNA,EM
5MMM,5MMM,,Protein/RNA,EM
5MPF,5MPF,5MPF,Protein/DNA,X-ray
5MPG,5MPG,5MPG,Protein/RNA,NMR
5MPL,5MPL,5MPL,Protein/RNA,NMR
5MPS,5MPS,,Protein/RNA,EM
5MQ0,5MQ0,,Protein/RNA,EM
5MQF,5MQF,,Protein/RNA,EM
5MRC,5MRC,,Protein/RNA,EM
5MRE,5MRE,,Protein/RNA,EM
5MRF,5MRF,,Protein/RNA,EM
5MRX,5MRX,5MRX,RNA,X-ray
5MS0,5MS0,,Protein/DNA/RNA,EM
5MSF,5MSF,PR0001,Protein/RNA,X-ray
5MSG,5MSG,5MSG,Protein/RNA,X-ray
5MTA,5MTA,5MTA,DNA,NMR
5MTG,5MTG,5MTG,DNA,NMR
5MVB,5MVB,5MVB,DNA,NMR
5MVK,5MVK,5MVK,DNA,X-ray
5MVL,5MVL,5MVL,DNA,X-ray
5MVP,5MVP,5MVP,DNA,X-ray
5MVQ,5MVQ,5MVQ,DNA,X-ray
5MVT,5MVT,5MVT,DNA,X-ray
5MVU,5MVU,5MVU,DNA,X-ray
5MWI,5MWI,5MWI,RNA,X-ray
5MY1,5MY1,,Protein/RNA,EM
5MYJ,5MYJ,,Protein/RNA,EM
5N2Q,5N2Q,5N2Q,Protein/DNA,X-ray
5N5C,5N5C,5N5C,RNA,NMR
5N61,5N61,,Protein/DNA/RNA,EM
5N6I,5N6I,5N6I,Protein/DNA,X-ray
5N8L,5N8L,5N8L,Protein/RNA,NMR
5N8M,5N8M,5N8M,Protein/RNA,NMR
5N8O,5N8O,,Protein/DNA,EM
5N8R,5N8R,5N8R,Protein/DNA,X-ray
5N8S,5N8S,5N8S,Protein/DNA,X-ray
5N8U,5N8U,5N8U,Protein/DNA,X-ray
5N8Z,5N8Z,5N8Z,Protein/DNA,X-ray
5N90,5N90,5N90,Protein/DNA,X-ray
5N94,5N94,5N94,Protein/RNA,X-ray
5N96,5N96,5N96,Protein/DNA,X-ray
5N98,5N98,5N98,Protein/DNA,X-ray
5N9A,5N9A,5N9A,Protein/DNA,X-ray
5N9D,5N9D,5N9D,Protein/DNA,X-ray
5N9E,5N9E,5N9E,Protein/DNA,X-ray
5N9F,5N9F,5N9F,Protein/DNA,X-ray
5N9G,5N9G,5N9G,Protein/Hybrid,X-ray
5NBE,5NBE,5NBE,DNA,X-ray
5NCO,5NCO,,Protein/RNA,EM
5ND8,5ND8,,Protein/RNA,EM
5ND9,5ND9,,Protein/RNA,EM
5NDG,5NDG,5NDG,Protein/RNA,X-ray
5NDH,5NDH,5NDH,RNA,X-ray
5NDI,5NDI,5NDI,RNA,X-ray
5NDJ,5NDJ,5NDJ,Protein/RNA,X-ray
5NDK,5NDK,5NDK,Protein/RNA,X-ray
5NDV,5NDV,5NDV,Protein/RNA,X-ray
5NDW,5NDW,5NDW,Protein/RNA,X-ray
5NEF,5NEF,5NEF,RNA,X-ray
5NEO,5NEO,5NEO,RNA,X-ray
5NEP,5NEP,5NEP,RNA,X-ray
5NEQ,5NEQ,5NEQ,RNA,X-ray
5NEW,5NEW,5NEW,Protein/RNA,X-ray
5NEX,5NEX,5NEX,RNA,X-ray
5NFV,5NFV,5NFV,Protein/DNA/Hybrid,X-ray
5NG6,5NG6,5NG6,Protein/RNA,X-ray
5NGM,5NGM,,Protein/RNA,EM
5NIP,5NIP,5NIP,DNA,NMR
5NJ8,5NJ8,5NJ8,Protein/DNA,X-ray
5NJT,5NJT,,Protein/RNA,EM
5NKL,5NKL,5NKL,Protein/DNA,X-ray
5NL0,5NL0,5NL0,Protein/DNA,X-ray
5NM9,5NM9,5NM9,Protein/DNA,X-ray
5NNU,5NNU,5NNU,Protein/DNA,X-ray
5NNX,5NNX,5NNX,Protein/DNA,X-ray
5NO1,5NO1,5NO1,Protein/DNA,X-ray
5NO2,5NO2,,Protein/RNA,EM
5NO3,5NO3,,Protein/RNA,EM
5NO4,5NO4,,Protein/RNA,EM
5NO6,5NO6,5NO6,Protein/DNA,X-ray
5NOM,5NOM,5NOM,RNA,X-ray
5NP6,5NP6,,Protein/RNA,EM
5NPK,5NPK,5NPK,Protein/DNA,X-ray
5NPM,5NPM,5NPM,Protein/RNA,X-ray
5NPP,5NPP,5NPP,Protein/DNA,X-ray
5NQI,5NQI,5NQI,RNA,X-ray
5NRG,5NRG,5NRG,Protein/RNA,X-ray
5NRL,5NRL,,Protein/RNA,EM
5NS3,5NS3,5NS3,Protein/RNA,X-ray
5NS4,5NS4,5NS4,Protein/RNA,X-ray
5NSR,5NSR,,Protein/DNA,EM
5NSS,5NSS,,Protein/DNA,EM
5NT5,5NT5,5NT5,DNA,X-ray
5NW5,5NW5,5NW5,Protein/DNA,X-ray
5NW9,5NW9,5NW9,Protein/DNA,X-ray
5NWA,5NWA,5NWA,Protein/DNA,X-ray
5NWQ,5NWQ,5NWQ,RNA,X-ray
5NWY,5NWY,,Protein/RNA,EM
5NXT,5NXT,5NXT,RNA,X-ray
5NY8,5NY8,5NY8,RNA,X-ray
5NYS,5NYS,5NYS,DNA,NMR
5NYT,5NYT,5NYT,DNA,NMR
5NYU,5NYU,5NYU,DNA,NMR
5NZ3,5NZ3,5NZ3,RNA,X-ray
5NZ6,5NZ6,5NZ6,RNA,X-ray
5NZD,5NZD,5NZD,RNA,X-ray
5O1Y,5O1Y,5O1Y,Protein/RNA,X-ray
5O1Z,5O1Z,5O1Z,Protein/RNA,X-ray
5O20,5O20,5O20,Protein/RNA,X-ray
5O2R,5O2R,,Protein/RNA,EM
5O3J,5O3J,5O3J,Protein/RNA,X-ray
5O4D,5O4D,5O4D,DNA,NMR
5O58,5O58,5O58,Protein/RNA,X-ray
5O5J,5O5J,,Protein/RNA,EM
5O60,5O60,,Protein/RNA,EM
5O61,5O61,,Protein/RNA,EM
5O62,5O62,5O62,RNA,X-ray
5O63,5O63,5O63,Protein/DNA,X-ray
5O69,5O69,5O69,RNA,X-ray
5O6B,5O6B,5O6B,Protein/DNA,X-ray
5O6D,5O6D,5O6D,Protein/DNA,X-ray
5O6E,5O6E,5O6E,Protein/DNA,X-ray
5O6G,5O6G,5O6G,Protein/DNA,X-ray
5O6I,5O6I,5O6I,Protein/DNA,X-ray
5O6U,5O6U,5O6U,Protein/DNA/RNA,X-ray
5O7H,5O7H,5O7H,Protein/RNA,X-ray
5O7T,5O7T,5O7T,Protein/DNA,X-ray
5O9G,5O9G,,Protein/DNA,EM
5O9Z,5O9Z,,Protein/RNA,EM
5OA1,5OA1,,Protein/DNA,EM
5OA3,5OA3,,Protein/RNA,EM
5OB3,5OB3,5OB3,RNA,X-ray
5OBM,5OBM,5OBM,Protein/RNA,X-ray
5OC6,5OC6,5OC6,Protein/RNA,X-ray
5OCZ,5OCZ,5OCZ,DNA,NMR
5OD6,5OD6,5OD6,Protein/DNA,X-ray
5ODF,5ODF,5ODF,DNA,NMR
5ODG,5ODG,5ODG,Protein/DNA,X-ray
5ODL,5ODL,5ODL,Protein/DNA,X-ray
5ODM,5ODM,5ODM,DNA,NMR
5ODN,5ODN,5ODN,Protein/DNA,X-ray
5ODP,5ODP,5ODP,Protein/DNA,X-ray
5ODV,5ODV,,Protein/RNA,EM
5OE1,5OE1,5OE1,DNA,NMR
5OGA,5OGA,5OGA,DNA,NMR
5OIK,5OIK,,Protein/DNA/RNA,EM
5OLA,5OLA,5OLA,Protein/DNA/RNA,X-ray
5OMF,5OMF,5OMF,Protein/DNA,X-ray
5OMQ,5OMQ,5OMQ,Protein/DNA,X-ray
5OMV,5OMV,5OMV,Protein/DNA,X-ray
5OMW,5OMW,5OMW,Protein/RNA,X-ray
5OMX,5OMX,5OMX,Protein/DNA,X-ray
5ON2,5ON2,5ON2,Protein/RNA,X-ray
5ON3,5ON3,5ON3,Protein/RNA,X-ray
5ON6,5ON6,5ON6,Protein/RNA,X-ray
5OND,5OND,5OND,Protein/DNA,X-ray
5ONG,5ONG,5ONG,Protein/DNA,X-ray
5ONH,5ONH,5ONH,Protein/RNA,X-ray
5ONW,5ONW,5ONW,Protein/DNA,X-ray
5OOL,5OOL,,Protein/RNA,EM
5OOM,5OOM,,Protein/RNA,EM
5OPH,5OPH,5OPH,DNA,NMR
5OPT,5OPT,,Protein/RNA,EM
5OQJ,5OQJ,,Protein/DNA,EM
5OQL,5OQL,,Protein/RNA,EM
5OQM,5OQM,,Protein/DNA,EM
5OQN,5OQN,5OQN,Protein/DNA,X-ray
5OQO,5OQO,5OQO,Protein/DNA,X-ray
5OQP,5OQP,5OQP,Protein/DNA,X-ray
5OR0,5OR0,5OR0,RNA,NMR
5OR5,5OR5,5OR5,Protein/DNA,NMR
5ORQ,5ORQ,5ORQ,Protein/DNA,X-ray
5OSG,5OSG,,Protein/RNA,EM
5OT2,5OT2,5OT2,Protein/DNA/RNA,X-ray
5OT7,5OT7,,Protein/RNA,EM
5OV2,5OV2,5OV2,DNA,NMR
5OXJ,5OXJ,5OXJ,Protein/DNA,X-ray
5OXV,5OXV,5OXV,Protein/DNA,X-ray
5OY7,5OY7,5OY7,Protein/DNA,X-ray
5SUP,5SUP,5SUP,Protein/RNA,X-ray
5SVA,5SVA,,Protein/DNA,EM
5SWD,5SWD,5SWD,RNA,X-ray
5SWE,5SWE,5SWE,RNA,X-ray
5SWM,5SWM,5SWM,Protein/DNA/RNA,X-ray
5SWW,5SWW,5SWW,Protein/DNA,X-ray
5SY7,5SY7,5SY7,Protein/DNA,X-ray
5SZE,5SZE,5SZE,Protein/RNA,X-ray
5SZT,5SZT,5SZT,Protein/DNA,X-ray
5SZX,5SZX,5SZX,Protein/DNA,X-ray
5T00,5T00,5T00,Protein/DNA,X-ray
5T01,5T01,5T01,Protein/DNA,X-ray
5T0U,5T0U,5T0U,Protein/DNA,X-ray
5T14,5T14,5T14,Protein/DNA,X-ray
5T16,5T16,5T16,Protein/RNA,X-ray
5T1J,5T1J,5T1J,Protein/DNA,X-ray
5T2A,5T2A,,Protein/RNA,EM
5T2C,5T2C,,Protein/RNA,EM
5T2H,5T2H,5T2H,Protein/DNA,X-ray
5T2N,5T2N,5T2N,Protein/DNA,X-ray
5T2O,5T2O,5T2O,Protein/DNA,X-ray
5T2W,5T2W,5T2W,Protein/DNA,X-ray
5T3K,5T3K,5T3K,RNA,X-ray
5T3L,5T3L,5T3L,DNA,X-ray
5T4I,5T4I,5T4I,Protein/DNA,X-ray
5T4W,5T4W,5T4W,DNA,X-ray
5T5A,5T5A,5T5A,Hybrid,X-ray
5T5C,5T5C,5T5C,Protein/DNA,X-ray
5T5H,5T5H,,Protein/RNA,EM
5T5K,5T5K,5T5K,Protein/DNA,X-ray
5T62,5T62,,Protein/RNA,EM
5T6R,5T6R,,Protein/RNA,EM
5T7B,5T7B,5T7B,Protein/RNA,X-ray
5T7V,5T7V,,Protein/RNA,EM
5T7X,5T7X,5T7X,Protein/DNA,X-ray
5T83,5T83,5T83,RNA,X-ray
5T8D,5T8D,5T8D,Protein/DNA,X-ray
5T8Y,5T8Y,5T8Y,Protein/RNA,X-ray
5T9J,5T9J,5T9J,Protein/DNA,X-ray
5TB8,5TB8,5TB8,Protein/DNA,X-ray
5TB9,5TB9,5TB9,Protein/DNA,X-ray
5TBA,5TBA,5TBA,Protein/DNA,X-ray
5TBB,5TBB,5TBB,Protein/DNA,X-ray
5TBC,5TBC,5TBC,Protein/DNA,X-ray
5TBW,5TBW,5TBW,Protein/RNA,X-ray
5TC1,5TC1,,Protein/RNA,EM
5TCU,5TCU,,Protein/RNA,EM
5TD5,5TD5,5TD5,Protein/DNA,X-ray
